Date,boc1,smc1,so-premp-c1,sm-premp-c1,sb-premp-c1,lcoc1,clc1,hoc1,cc1,brl=,fcpoc1,rsc1,myr=,cpo-mysth-m1,palm-myrbd-p1,sb-oilib-c1,bo-brzpar-b1,bo-brzpar-a1,palm-mycrd-p1,soy-arg-ref,jci-hogm-fujn,jci-hogm-shai,palm-sea-ocrdm,soil-sea-dgcf,sunf-sea-crm,go10sgswmc1,rbd-pko-m1
2015-07-15,31.65,362.2,-10,-10,35,57.05,51.41,1.6693,429.5,3.1385,2198,524.6,3.8038,2190.0,612.5,645,655.9,662.5,627.5,48.16,300.0,500.0,620,730.0,900,,920.0
2015-07-16,31.46,363.6,-8,-8,40,57.51,50.91,1.6662,430.0,3.158,2189,517.0,3.8052,2195.0,612.5,650,647.3,656.1,630.0,61.0,300.0,500.0,620,730.0,900,,920.0
2015-07-17,31.78,361.1,-7,-7,45,57.1,50.89,1.6641,420.25,3.1873,,521.4,3.8044,,,655,652.1,658.7,650.0,61.91,300.0,500.0,,720.0,890,,
2015-07-20,31.68,356.0,-6,-6,45,56.65,50.15,1.6584,405.0,3.1977,2187,516.9,3.8071,2180.0,607.5,650,649.9,654.3,630.0,58.73,300.0,500.0,615,715.0,890,,910.0
2015-07-21,31.93,359.9,-9,-9,50,57.04,50.36,1.6784,406.5,3.171,2217,519.8,3.8059,2210.0,615.0,653,653.2,659.8,632.5,58.85,300.0,500.0,615,723.0,890,,925.0
2015-07-22,31.35,363.5,-9,-9,50,56.13,49.19,1.6717,402.75,3.2228,2205,520.8,3.7911,2200.0,610.0,645,642.7,655.9,635.0,57.21,300.0,500.0,625,725.0,890,,925.0
2015-07-23,31.19,359.0,-10,-10,40,55.27,48.45,1.6546,403.25,3.2849,2190,516.4,3.8042,2190.0,605.0,645,645.7,650.1,635.0,59.52,300.0,500.0,620,719.0,890,,925.0
2015-07-24,30.48,354.8,-10,-10,40,54.62,48.14,1.6302,392.5,3.3544,2180,508.8,3.8086,2180.0,600.0,632,634.5,638.9,640.0,55.66,400.0,500.0,,,,,920.0
2015-07-27,30.11,344.2,-10,-10,40,53.47,47.39,1.5956,373.0,3.3635,2145,490.5,3.8176,2140.0,595.0,630,630.7,635.2,630.0,53.08,400.0,500.0,603,702.0,900,,905.0
2015-07-28,30.66,345.2,-10,-10,47,53.3,47.98,1.6044,375.0,3.3573,2138,492.8,3.8131,2135.0,595.0,640,642.9,647.3,630.0,48.93,460.0,500.0,600,702.0,900,,905.0
2015-07-29,30.21,350.0,-8,-8,50,53.38,48.79,1.5983,367.75,3.3298,2119,493.3,3.8123,2120.0,585.0,635,630.7,644.0,625.0,50.22,460.0,500.0,600,710.0,900,,900.0
2015-07-30,30.28,357.1,-9,-9,45,53.31,48.52,1.5982,373.25,3.3705,2124,498.7,3.8156,2120.0,587.5,635,636.7,645.5,630.0,53.29,460.0,500.0,595,700.0,905,,900.0
2015-07-31,29.98,354.6,9,9,50,52.21,47.12,1.584,371.0,3.4204,2120,502.0,3.8156,2120.0,585.0,630,632.3,638.9,630.0,49.55,700.0,500.0,595,703.0,920,,890.0
2015-08-03,29.85,351.4,8,8,35,49.52,45.17,1.5305,366.5,3.4511,2056,,3.8498,2060.0,570.0,632,631.6,640.4,595.0,42.54,700.0,500.0,575,692.0,915,,865.0
2015-08-04,29.83,350.7,-9,-9,50,49.99,45.74,1.5475,368.75,3.4702,2055,506.0,3.8506,2060.0,575.0,630,633.4,640.0,590.0,38.25,700.0,600.0,570,695.0,900,,860.0
2015-08-05,29.63,355.1,-10,-10,47,49.59,45.15,1.5385,372.75,3.4855,2033,502.0,3.8761,2040.0,565.0,629,631.2,637.8,580.0,41.62,700.0,600.0,568,702.0,900,,845.0
2015-08-06,29.66,350.1,-13,-13,25,49.52,44.66,1.5499,369.75,3.5347,2035,500.7,3.904,2030.0,560.0,630,637.8,642.2,580.0,35.75,700.0,600.0,560,696.0,905,,825.0
2015-08-07,30.03,352.6,-5,-5,25,48.61,43.87,1.5436,372.75,3.5057,2031,506.2,3.9241,2020.0,560.0,634,648.8,653.2,577.5,36.42,700.0,600.0,557,697.0,905,,820.0
2015-08-10,30.41,362.5,-10,-10,45,50.41,44.96,1.5921,390.25,3.4341,2010,511.4,3.9336,2010.0,557.5,639,654.6,665.6,580.0,35.46,700.0,600.0,555,706.0,910,,800.0
2015-08-11,30.08,347.9,-12,-12,40,49.18,43.08,1.5629,376.5,3.4744,2017,507.6,3.96,2010.0,547.5,635,638.5,647.3,570.0,34.38,700.0,600.0,557,709.0,910,,800.0
2015-08-12,29.03,335.9,-7,-7,45,49.66,43.3,1.5869,357.25,3.4804,1970,481.6,4.0371,1980.0,535.0,615,623.9,637.1,550.0,33.9,700.0,600.0,540,696.0,900,,755.0
2015-08-13,28.91,344.1,-10,-10,60,49.22,42.23,1.5687,363.75,3.5181,1986,491.9,4.0076,1970.0,535.0,626,628.1,634.7,550.0,44.76,700.0,600.0,535,694.0,900,,765.0
2015-08-14,28.78,330.9,-9,-9,60,49.03,42.5,1.5579,364.0,3.4834,1986,486.5,4.0791,1980.0,535.0,630,630.1,636.7,552.5,33.68,700.0,600.0,545,696.0,900,,765.0
2015-08-17,29.06,325.4,-9,-9,65,48.74,41.87,1.5548,363.25,3.4797,1999,485.5,4.1016,1970.0,527.5,,629.6,636.3,552.5,43.41,700.0,600.0,532,695.0,900,,742.5
2015-08-18,28.32,324.6,-6,-6,55,48.81,42.62,1.5586,366.25,3.4678,1998,474.7,4.0791,1990.0,535.0,617,633.2,642.0,540.0,38.84,700.0,600.0,532,705.0,900,,745.0
2015-08-19,27.89,324.0,-6,-6,60,47.16,40.8,1.518,367.25,3.4924,1971,473.4,4.1041,1980.0,532.5,628,630.3,641.3,527.5,41.37,700.0,600.0,525,705.0,900,,740.0
2015-08-20,27.98,330.9,-6,-6,60,46.62,41.14,1.4956,371.0,3.4559,1936,478.3,4.1342,1940.0,522.5,638,619.1,643.3,527.5,47.6,700.0,600.0,520,707.0,900,,732.5
2015-08-21,27.36,326.9,-6,-6,65,45.46,40.45,1.4624,365.25,3.4993,1913,480.2,4.1726,1930.0,510.0,634,619.1,643.3,515.0,56.2,700.0,600.0,520,712.0,900,,725.0
2015-08-24,26.55,326.4,1,1,75,42.69,38.24,1.3929,368.75,3.5531,1844,477.7,4.258,1860.0,480.0,627,620.6,651.5,490.0,61.26,700.0,600.0,485,687.0,900,,680.0
2015-08-25,26.82,327.6,-3,-3,68,43.21,39.31,1.3952,365.5,3.6172,1829,477.4,4.2097,1840.0,492.5,634,624.4,635.4,490.0,63.46,700.0,600.0,480,704.0,900,,675.0
2015-08-26,26.12,324.4,-4,-4,65,43.14,38.6,1.3809,361.75,3.5952,1800,469.7,4.2446,1815.0,470.0,620,608.9,622.1,480.0,53.89,,,475,693.0,900,,665.0
2015-08-27,26.89,322.9,-3,-3,65,47.56,42.56,1.496,363.75,3.5506,1868,472.8,4.2306,1860.0,500.0,633,619.3,625.9,500.0,51.87,650.0,600.0,475,695.0,895,,710.0
2015-08-28,27.79,321.4,-5,-5,70,50.05,45.22,1.5764,363.25,3.5808,1928,477.7,4.192,1920.0,517.5,653,632.5,641.3,517.5,52.13,650.0,600.0,490,698.0,900,,750.0
2015-08-31,27.92,320.9,-6,-6,65,54.15,49.2,1.6736,363.75,3.6187,,474.8,4.192,,,650,635.6,653.2,505.0,58.33,650.0,600.0,495,700.0,900,,
2015-09-01,27.22,317.9,5,5,70,49.56,45.41,1.5779,356.0,3.7016,1945,467.1,4.164,1940.0,515.0,630,624.8,638.0,500.0,51.63,650.0,600.0,495,704.0,905,,755.0
2015-09-02,26.76,318.1,5,5,65,50.5,46.25,1.6092,354.0,3.7588,1923,465.8,4.207,1925.0,500.0,623,616.4,625.2,500.0,50.31,650.0,600.0,490,694.0,905,,737.5
2015-09-03,26.76,316.5,5,5,65,50.68,46.75,1.6188,347.75,3.7377,1959,457.4,4.235,1940.0,505.0,623,622.8,627.2,510.0,50.97,,,490,693.0,905,,750.0
2015-09-04,26.44,313.9,5,5,58,49.61,46.05,1.596,349.5,3.8439,1955,454.5,4.256,1935.0,502.5,615,588.0,588.6,500.0,48.7,,,497,690.0,900,,745.0
2015-09-06,,,,,,,,,,,,,,,,,,,,,650.0,600.0,,,,,
2015-09-07,,,,,,47.63,,,,3.8372,1955,,4.3275,1940.0,502.5,615,,,500.0,,650.0,600.0,490,690.0,900,,750.0
2015-09-08,26.85,312.0,5,5,60,49.52,45.94,1.5938,355.0,3.8185,1994,462.1,4.3382,1980.0,507.5,624,595.9,597.0,517.5,51.39,650.0,600.0,497,691.0,900,,780.0
2015-09-09,26.6,312.5,-1,-1,60,47.58,44.15,1.5386,356.5,3.7778,2012,465.1,4.323,2010.0,512.5,619,590.6,591.5,520.0,53.47,650.0,600.0,510,700.0,895,,840.0
2015-09-10,26.87,311.4,0,0,53,48.89,45.92,1.5747,361.75,3.8491,2056,466.9,4.3378,2050.0,522.5,616,596.1,622.8,525.0,49.65,650.0,600.0,510,685.0,900,,855.0
2015-09-11,26.58,314.1,1,1,55,48.14,44.63,1.55,374.5,3.87,2032,469.8,4.3146,2035.0,520.0,614,589.5,627.2,525.0,45.36,650.0,600.0,520,700.0,905,,865.0
2015-09-14,26.89,312.7,0,0,55,46.37,44.0,1.5035,379.0,3.8139,2081,471.8,4.3096,2075.0,527.5,620,595.7,629.0,550.0,47.87,650.0,600.0,530,688.0,900,,900.0
2015-09-15,26.47,318.6,5,5,55,46.63,44.59,1.5,390.5,3.863,2050,471.1,4.3042,2070.0,522.5,610,605.6,616.6,527.5,56.92,600.0,600.0,525,690.0,900,,880.0
2015-09-16,26.68,316.3,0,0,55,49.75,47.15,1.5414,386.0,3.8277,,473.0,4.3042,,,609,612.4,621.3,532.5,51.62,,,520,680.0,900,,
2015-09-17,26.67,313.2,1,1,55,49.08,46.9,1.5297,379.75,3.8976,2054,470.3,4.25,2040.0,520.0,606,612.2,621.0,517.5,62.37,600.0,600.0,,,,,860.0
2015-09-18,26.05,309.0,-4,-4,50,47.47,44.68,1.4907,377.25,3.9445,2034,464.8,4.206,2020.0,515.0,594,598.6,605.2,512.5,59.14,600.0,600.0,517,680.0,880,,860.0
2015-09-21,26.5,309.6,-2,-2,50,48.92,46.68,1.514,384.5,3.9854,2086,468.0,4.265,2040.0,525.0,608,586.2,612.9,527.5,59.75,580.0,550.0,515,677.0,875,,875.0
2015-09-22,26.13,304.9,-2,-2,52,49.08,45.83,1.532,380.5,4.0487,2116,464.6,4.294,2065.0,525.0,604,578.1,604.7,520.0,61.37,580.0,550.0,525,682.0,875,,890.0
2015-09-23,26.33,303.1,-7,-7,60,47.75,44.48,1.5056,383.25,4.1775,2157,466.3,4.345,2100.0,540.0,605,582.5,609.1,532.5,61.1,580.0,550.0,525,672.0,860,,890.0
2015-09-24,26.98,302.4,-8,-8,52,48.17,44.91,1.5237,381.5,3.9363,,471.7,4.345,,,618,610.2,621.3,530.0,59.21,580.0,550.0,535,678.0,885,,
2015-09-25,27.72,308.7,-6,-6,52,48.6,45.7,1.5225,389.0,3.9768,2259,476.3,4.385,2235.0,557.5,635,622.1,637.6,555.0,63.29,580.0,550.0,,,,,970.0
2015-09-28,27.18,304.7,-7,-7,60,47.34,44.43,1.4772,386.75,4.1068,2323,473.8,4.425,2240.0,562.5,623,610.2,621.3,565.0,61.51,520.0,500.0,,,,,975.0
2015-09-29,27.46,305.7,-6,-6,60,48.23,45.23,1.4976,389.0,4.0619,2395,476.9,4.456,2310.0,572.5,625,616.4,629.6,580.0,64.1,520.0,500.0,560,700.0,890,,990.0
2015-09-30,27.1,308.3,-5,-5,60,48.37,45.09,1.5126,387.75,3.9478,2306,476.0,4.394,2265.0,570.0,616,618.2,629.2,565.0,60.28,520.0,500.0,565,693.0,885,,960.0
2015-10-01,27.09,302.6,-13,-13,55,47.69,44.74,1.5198,388.75,4.0092,2344,470.9,4.404,2310.0,575.0,619,617.7,628.8,580.0,59.15,,,566,700.0,885,,970.0
2015-10-02,27.84,298.5,0,0,55,48.13,45.54,1.5199,389.25,3.9316,2319,471.9,4.41,2300.0,570.0,634,636.3,645.1,585.0,62.1,,,,,,,960.0
2015-10-05,28.48,301.0,-10,-10,57,49.25,46.26,1.5483,393.5,3.9118,2365,473.2,4.38,2345.0,577.5,651,653.9,669.3,595.0,62.32,,,582,718.0,880,,985.0
2015-10-06,28.51,301.8,0,0,70,51.92,48.53,1.6115,398.25,3.8534,2320,477.1,4.372,2290.0,570.0,652,663.8,670.4,595.0,61.08,,,575,730.0,885,,970.0
2015-10-07,28.42,305.2,0,0,65,51.33,47.81,1.5796,395.75,3.8826,2271,474.5,4.215,2245.0,572.5,650,661.8,672.9,590.0,62.25,,,572,735.0,880,,970.0
2015-10-08,28.17,303.8,-6,-6,65,53.05,49.43,1.6018,391.25,3.7832,2223,470.1,4.233,2210.0,567.5,645,662.7,667.1,575.0,60.99,520.0,500.0,565,733.0,880,,955.0
2015-10-09,28.17,306.9,0,0,80,52.65,49.63,1.5909,382.75,3.7651,2168,469.5,4.135,2150.0,570.0,650,668.9,675.5,575.0,61.66,520.0,500.0,560,738.0,860,,950.0
2015-10-10,,,,,,,,,,,,,,,,,,,,,520.0,500.0,,,,,
2015-10-12,28.01,309.3,,,,49.86,47.1,1.5024,380.75,3.7624,2209,,4.136,2170.0,572.5,,668.9,675.5,590.0,61.59,520.0,500.0,570,740.0,860,,960.0
2015-10-13,28.6,320.7,2,2,70,49.24,46.66,1.4708,384.5,3.8922,2269,478.5,4.177,2220.0,580.0,673,685.4,689.8,600.0,65.49,520.0,500.0,570,735.0,860,,960.0
2015-10-14,28.77,317.8,-1,-1,65,49.15,46.64,1.4833,379.0,3.8104,,476.1,4.177,,,672,686.3,688.5,590.0,66.07,520.0,500.0,570,745.0,875,,
2015-10-15,28.58,314.0,-3,-3,52,48.71,46.38,1.4863,375.5,3.8028,2269,471.5,4.12,2200.0,572.5,672,676.4,685.2,587.5,66.34,520.0,500.0,570,747.0,875,,950.0
2015-10-16,28.6,312.0,-3,-3,50,50.46,47.26,1.4966,376.75,3.9237,2235,472.6,4.17,2190.0,572.5,676,685.6,692.3,577.5,67.93,430.0,430.0,565,741.0,885,,945.0
2015-10-19,28.14,310.8,0,0,50,48.61,45.89,1.4491,373.0,3.8842,2210,471.2,4.205,2175.0,555.0,670,675.5,697.5,570.0,69.45,430.0,430.0,562,755.0,880,,915.0
2015-10-20,28.66,309.5,0,0,72,48.71,45.55,1.4487,376.75,3.9058,2262,471.5,4.26,2205.0,562.5,685,702.4,717.8,570.0,69.7,380.0,390.0,565,756.0,880,,925.0
2015-10-21,29.18,310.5,-2,-2,68,47.85,45.2,1.45,380.75,3.9399,2294,476.5,4.275,2220.0,572.5,696,709.5,720.5,577.5,67.69,380.0,390.0,565,770.0,890,,940.0
2015-10-22,28.85,307.8,-2,-2,65,48.08,45.38,1.465,378.25,3.9073,2296,474.4,4.28,2220.0,565.0,691,702.2,719.8,570.0,68.55,,,,,,,940.0
2015-10-23,28.57,305.1,1,1,75,47.99,44.6,1.4544,379.75,3.8792,2251,475.5,4.222,2200.0,565.0,685,678.4,696.0,562.5,66.74,380.0,390.0,557,765.0,920,,925.0
2015-10-26,27.78,302.2,-2,-2,67,47.54,43.98,1.4259,384.5,3.9045,2208,466.0,4.222,2170.0,555.0,665,663.2,674.2,565.0,66.5,380.0,390.0,550,750.0,920,,915.0
2015-10-27,27.89,304.7,-4,-4,68,46.81,43.2,1.4244,380.0,3.8868,2243,466.9,4.26,2200.0,555.0,665,663.4,670.0,560.0,62.52,380.0,390.0,550,740.0,920,,920.0
2015-10-28,28.11,299.9,-4,-4,59,49.05,45.94,1.4839,376.0,3.9079,2251,465.4,4.265,2220.0,560.0,670,668.2,679.2,560.0,61.67,,,550,740.0,920,,925.0
2015-10-29,27.88,301.6,-4,-4,59,48.8,46.06,1.4748,380.0,3.8494,2253,460.6,4.2935,2220.0,555.0,674,678.6,680.8,562.5,64.53,380.0,390.0,542,740.0,915,,905.0
2015-10-30,28.2,304.4,-5,-5,62,49.56,46.59,1.4994,382.25,3.8562,2238,462.7,4.292,2210.0,555.0,676,683.4,687.8,565.0,63.95,380.0,390.0,542,744.0,910,,895.0
2015-11-02,27.85,302.2,,,,48.79,46.14,1.5069,376.5,3.8492,2230,463.5,4.297,2190.0,545.0,672,,,555.0,67.25,380.0,390.0,547,755.0,910,,900.0
2015-11-03,28.15,301.3,-4,-4,70,50.54,47.9,1.566,380.5,3.7697,2208,468.5,4.281,2145.0,542.5,680,677.9,686.7,550.0,72.15,380.0,390.0,535,742.0,900,,895.0
2015-11-04,28.5,301.8,-1,-1,58,48.58,46.32,1.5035,380.5,3.8001,2245,474.4,4.263,2185.0,560.0,689,685.6,694.5,572.5,72.35,380.0,390.0,550,751.0,880,,920.0
2015-11-05,27.83,296.4,-3,-3,55,47.98,45.2,1.4872,374.5,3.7798,2224,467.7,4.292,2180.0,552.5,674,670.9,677.5,560.0,70.01,380.0,390.0,545,762.0,890,,915.0
2015-11-06,28.04,295.7,-3,-3,55,47.42,44.29,1.4896,373.0,3.7698,2188,472.3,4.307,2160.0,552.5,679,677.7,688.7,560.0,70.04,380.0,390.0,530,740.0,880,,900.0
2015-11-09,27.77,295.0,-6,-6,75,47.19,43.87,1.4774,366.75,3.7988,2235,470.4,4.3675,2190.0,560.0,675,674.0,682.8,565.0,70.04,380.0,390.0,540,750.0,890,,905.0
2015-11-10,27.27,292.2,-3,-3,60,47.44,44.21,1.4865,359.0,3.7507,,460.6,4.3675,,575.0,663,662.9,678.4,565.0,69.06,320.0,330.0,535,742.0,885,,
2015-11-11,27.18,294.0,-3,-3,60,45.81,42.93,1.4477,362.25,3.7624,2181,,4.36,2170.0,540.0,662,660.9,676.4,550.0,69.76,320.0,330.0,,,,,875.0
2015-11-12,27.44,291.4,-4,-4,55,44.06,41.75,1.4066,362.0,3.7707,2180,465.7,4.36,2170.0,537.5,665,668.9,679.9,550.0,64.07,320.0,330.0,,,,,885.0
2015-11-13,27.04,288.8,-8,-8,55,43.61,40.74,1.3813,358.25,3.8441,2100,464.8,4.37,2140.0,525.0,658,657.9,668.9,547.5,64.2,320.0,330.0,,,,,885.0
2015-11-16,27.29,288.8,-4,-4,52,44.56,41.74,1.3851,360.0,3.8192,2132,472.1,4.381,2110.0,525.0,662,663.4,676.6,535.0,66.01,320.0,330.0,512,720.0,880,,880.0
2015-11-17,27.47,288.5,-7,-7,52,43.57,40.67,1.3681,362.0,3.809,2132,470.2,4.391,2115.0,522.5,662,667.3,676.2,535.0,66.38,320.0,330.0,510,727.0,885,,890.0
2015-11-18,27.44,285.6,-13,-13,53,44.14,40.75,1.3804,361.75,3.7653,2168,467.1,4.388,2125.0,522.5,662,668.9,675.5,537.5,66.26,320.0,330.0,510,735.0,885,,890.0
2015-11-19,27.55,286.6,-10,-10,50,44.18,40.54,1.3718,364.25,3.7166,2140,465.3,4.341,2105.0,520.0,668,671.3,677.9,542.5,67.94,320.0,330.0,510,730.0,885,,900.0
2015-11-20,27.9,283.0,-11,-11,50,44.66,40.39,1.3713,363.25,3.7037,2159,464.4,4.283,2100.0,517.5,676,679.0,685.6,540.0,66.11,320.0,330.0,517,738.0,880,,905.0
2015-11-23,27.91,285.3,-10,-10,50,44.83,41.75,1.3743,367.25,3.7315,2143,460.9,4.301,2095.0,515.0,677,657.2,674.8,545.0,67.85,,,512,738.0,885,,900.0
2015-11-24,28.31,283.8,-11,-11,52,46.12,42.87,1.3997,364.25,3.6985,2128,464.6,4.242,2085.0,515.0,685,661.6,681.5,550.0,64.3,320.0,330.0,512,742.0,885,,920.0
2015-11-25,28.89,284.8,-12,-12,52,46.17,43.04,1.4027,366.0,3.741,2093,467.6,4.212,2100.0,515.0,695,674.4,696.4,552.5,63.22,320.0,330.0,520,750.0,880,,930.0
2015-11-26,,,,,,45.46,,,,3.7419,2135,463.2,4.217,2110.0,522.5,695,,,565.0,,320.0,330.0,530,763.0,880,,940.0
2015-11-27,28.75,282.4,-12,-12,50,44.86,41.71,1.3524,359.25,3.8449,2159,463.1,4.255,2115.0,530.0,,671.3,693.4,555.0,60.66,320.0,330.0,530,763.0,885,,940.0
2015-11-30,29.1,284.6,-14,-14,55,44.61,41.65,1.3369,365.0,3.8675,2140,466.2,4.256,2105.0,532.5,702,672.4,696.7,550.0,60.13,320.0,330.0,525,756.0,880,,930.0
2015-12-01,29.78,285.7,-15,-15,50,44.44,41.85,1.369,367.0,3.856,2145,471.3,4.23,2100.0,530.0,695,676.4,702.8,550.0,62.26,,,520,770.0,890,,940.0
2015-12-02,30.27,286.3,-15,-15,47,42.49,39.94,1.3049,364.0,3.8337,2140,471.4,4.2315,2100.0,525.0,698,676.2,696.0,550.0,57.39,320.0,330.0,530,775.0,885,,937.5
2015-12-03,30.59,287.1,-20,-20,45,43.84,41.08,1.3586,370.25,3.7581,2186,475.3,4.225,2125.0,525.0,703,685.4,689.8,560.0,48.09,320.0,330.0,535,775.0,885,,945.0
2015-12-04,31.8,285.1,-15,-15,50,43.0,39.97,1.3424,376.25,3.7506,2189,474.2,4.224,2140.0,527.5,711,712.1,723.1,565.0,53.53,320.0,330.0,535,780.0,875,,945.0
2015-12-07,30.98,278.9,-12,-12,48,40.73,37.65,1.2796,368.5,3.7666,2254,469.4,4.212,2175.0,547.5,,676.4,680.8,570.0,52.43,320.0,330.0,550,791.0,885,,960.0
2015-12-08,31.23,276.6,-12,-12,45,40.26,37.51,1.2592,370.0,3.7947,2200,473.3,4.255,2150.0,540.0,,677.5,703.9,555.0,57.76,320.0,330.0,545,775.0,885,,940.0
2015-12-09,30.86,278.8,-10,-10,50,40.11,37.16,1.2389,371.75,3.7487,2180,469.3,4.266,2160.0,537.5,690,669.3,695.8,562.5,59.12,320.0,330.0,542,778.0,885,,940.0
2015-12-10,31.51,274.2,-10,-10,36,39.73,36.76,1.2251,377.25,3.8111,2160,474.0,4.256,2140.0,532.5,702,694.2,709.7,562.5,55.01,320.0,330.0,535,768.0,880,,927.5
2015-12-11,31.08,272.2,-9,-9,45,37.93,35.62,1.1456,373.0,3.8715,2222,476.4,4.29,2200.0,532.5,693,684.8,695.8,570.0,58.31,320.0,330.0,560,775.0,880,,930.0
2015-12-14,31.3,277.8,-11,-11,34,37.92,36.31,1.1277,381.75,3.8764,2186,477.5,4.324,2165.0,527.5,690,679.5,690.5,560.0,44.05,320.0,330.0,540,769.0,885,,915.0
2015-12-15,30.7,271.8,-10,-10,33,38.45,37.35,1.1467,377.25,3.8715,2186,475.2,4.3,2150.0,522.5,680,670.2,674.6,545.0,38.45,320.0,330.0,525,760.0,885,,920.0
2015-12-16,30.37,269.9,-10,-10,33,37.19,35.52,1.1122,369.75,3.8833,2224,473.0,4.312,2145.0,540.0,665,662.9,667.3,540.0,40.72,320.0,330.0,527,750.0,885,,930.0
2015-12-17,30.07,275.9,-10,-10,32,37.06,34.95,1.1053,374.25,3.8781,2214,471.0,4.315,2155.0,525.0,658,654.1,671.8,540.0,38.42,320.0,330.0,520,723.0,870,,930.0
2015-12-18,30.53,281.0,-12,-12,30,36.88,34.73,1.1071,374.5,3.9809,2236,474.8,4.287,2155.0,540.0,662,664.3,681.9,555.0,39.19,320.0,330.0,525,724.0,870,,955.0
2015-12-21,30.77,279.0,-10,-10,32,36.35,34.74,1.1004,372.0,4.0119,2272,481.5,4.297,2180.0,542.5,670,669.5,687.2,560.0,36.12,320.0,330.0,540,735.0,875,,980.0
2015-12-22,30.44,276.9,-12,-12,31,36.11,36.14,1.0876,366.25,3.9884,2290,474.9,4.29,2245.0,545.0,664,662.3,679.9,570.0,38.15,320.0,330.0,540,736.0,855,,980.0
2015-12-23,30.52,272.4,-10,-10,35,37.36,37.5,1.1192,365.5,3.9404,2294,478.8,4.305,2240.0,550.0,665,666.2,683.9,570.0,37.85,320.0,330.0,550,730.0,855,,990.0
2015-12-24,30.87,269.0,,,,37.89,38.1,1.1009,364.5,3.9515,,480.3,4.305,,,,666.2,683.9,602.5,37.6,320.0,330.0,,,,,
2015-12-25,,,,,,,,,,3.9448,,,4.305,,,,666.2,683.9,,,320.0,330.0,,,,,
2015-12-28,30.2,267.3,-10,-10,31,36.62,36.81,1.0904,361.0,3.8571,2248,,4.295,2220.0,545.0,661,659.2,676.8,570.0,39.97,320.0,330.0,545,736.0,855,,985.0
2015-12-29,30.52,268.5,-12,-12,45,37.79,37.87,1.1295,362.5,3.864,2288,483.6,4.285,2240.0,552.5,670,660.7,685.0,570.0,42.25,320.0,330.0,542,737.0,845,,1010.0
2015-12-30,30.84,265.8,-12,-12,30,36.46,36.6,1.0791,359.0,3.9593,2292,481.5,4.288,2240.0,550.0,686,674.0,691.6,570.0,39.06,320.0,330.0,542,745.0,845,,1015.0
2015-12-31,30.55,264.3,,,,37.28,37.04,1.1007,358.75,3.9593,2398,476.5,4.29,2250.0,550.0,,674.0,691.6,560.0,39.13,320.0,330.0,540,745.0,845,,1015.0
2016-01-01,,,,,,,,,,3.9593,,,4.29,,,,674.0,691.6,,,,,,,,,
2016-01-04,29.93,263.2,-7,-7,45,37.22,36.76,1.1264,351.5,4.0387,2290,473.8,4.342,2230.0,537.5,668,648.6,670.6,570.0,43.8,320.0,330.0,535,734.0,845,,1010.0
2016-01-05,29.63,265.3,-4,-4,45,36.42,35.97,1.1253,353.0,4.0062,2275,476.2,4.34,2250.0,542.5,661,637.8,659.8,567.5,44.27,450.0,400.0,535,728.0,845,,1010.0
2016-01-06,29.59,266.9,-3,-3,45,34.23,33.97,1.0807,353.25,4.0229,2268,478.0,4.389,2270.0,532.5,645,630.3,647.9,555.0,40.05,450.0,400.0,535,716.0,845,,1030.0
2016-01-07,29.44,266.2,-3,-3,45,33.75,33.27,1.0656,353.0,4.0433,2253,469.9,4.39,2240.0,530.0,636,627.0,646.8,542.5,36.81,450.0,400.0,530,706.0,845,,1015.0
2016-01-08,29.45,267.9,-4,-4,50,33.55,33.16,1.0521,357.0,4.023,2263,473.2,4.375,2255.0,537.5,635,627.2,647.1,550.0,38.47,450.0,400.0,540,705.0,840,,1025.0
2016-01-11,29.08,268.8,-6,-6,57,31.55,31.41,1.0149,351.75,4.0522,2239,470.1,4.38,2245.0,532.5,625,623.5,634.5,540.0,34.38,550.0,500.0,535,706.0,845,,1022.0
2016-01-12,29.01,274.7,-4,-4,57,30.86,30.44,0.9901,356.75,4.0275,2224,474.6,4.409,2250.0,527.5,622,621.9,633.0,540.0,34.1,550.0,500.0,535,690.0,840,,1010.0
2016-01-13,29.36,272.9,4,4,57,30.31,30.48,0.9694,358.0,4.0143,2260,476.7,4.375,2260.0,540.0,623,631.4,644.6,545.0,39.5,550.0,500.0,535,690.0,835,,1025.0
2016-01-14,29.68,269.7,2,2,55,31.03,31.2,0.9808,358.0,3.9981,2262,477.7,4.39,2285.0,535.0,636,640.4,649.3,545.0,41.4,550.0,500.0,538,700.0,835,,1020.0
2016-01-15,29.65,270.7,4,4,55,28.94,29.42,0.9343,363.25,4.0464,2200,484.7,4.3965,2290.0,532.5,629,642.7,664.7,535.0,44.1,550.0,500.0,550,708.0,840,,1015.0
2016-01-18,,,,,,28.55,,,,4.0542,2351,486.7,4.393,2305.0,542.5,629,642.7,664.7,585.0,,550.0,500.0,555,710.0,840,,1015.0
2016-01-19,30.03,271.3,3,3,60,28.76,28.46,0.9087,367.75,4.0611,2372,487.7,4.3625,2300.0,542.5,650,651.0,673.1,555.0,-5.76,550.0,500.0,550,712.0,840,,1020.0
2016-01-20,29.81,269.8,-2,-2,63,27.88,26.55,0.8657,368.75,4.0956,2358,484.8,4.391,2295.0,542.5,655,655.0,668.2,555.0,-4.68,550.0,500.0,547,715.0,840,,1015.0
