Date,so-premp-f,so-premp-g,so-premp-h,so-premp-j,so-premp-k,so-premp-m,so-premp-n,so-premp-q,so-premp-u,so-premp-v,so-premp-x,so-premp-z
2004-04-16,,,,,,,,-350,,,,
2004-04-19,,,,,,,,-350,,,,
2004-04-20,,,,,,,,-360,,,,
2004-04-22,,,,,,,,-350,,,,
2004-04-23,,,,,,,,-350,,,,
2004-04-26,,,,,,,,-400,,,,
2004-04-27,,,,,,,,-370,,,,
2004-04-28,,,,,,,,-350,,,,
2004-04-29,,,,,,,,-350,,,,
2004-04-30,,,,,,,,-350,,,,
2004-05-03,,,,,,,,-320,,,,
2004-05-04,,,,,,,,-350,,,,
2004-05-05,,,,,,,,-400,,,,
2004-05-06,,,,,,,,-400,,,,
2004-05-07,,,,,,,,-420,,,,
2004-05-10,,,,,,,,-400,,,,
2004-05-11,,,,,,,,-420,,,,
2004-05-12,,,,,,,,-400,,,,
2004-05-13,,,,,,,,-400,,,,
2004-05-14,,,,,,,,-400,,,,
2004-05-17,,,,,,,,-350,,,,
2004-05-18,,,,,,,,-350,,,,
2004-05-19,,,,,,,,-300,,,,
2004-05-20,,,,,,,,-300,,,,
2004-05-21,,,,,,,,-400,,,,
2004-05-24,,,,,,,,-400,,,,
2004-05-25,,,,,,,,-410,,,,
2004-05-26,,,,,,,,-430,,,,
2004-05-27,,,,,,,,-440,,,,
2004-05-28,,,,,,,,-440,,,,
2004-06-01,,,,,,,,-450,,,,
2004-06-02,,,,,,,,-460,-460,,,
2004-06-03,,,,,,,,-450,-450,,,
2004-06-04,,,,,,,,-450,-450,,,
2004-06-07,,,,,,,,-450,-450,,,
2004-06-08,,,,,,,,-450,-450,,,
2004-06-09,,,,,,,,-470,-470,,,
2004-06-14,,,,,,,,-450,-450,,,
2004-06-15,,,,,,,,-470,-470,,,
2004-06-16,,,,,,,,-540,-540,,,
2004-06-17,,,,,,,,-500,-500,,,
2004-06-18,,,,,,,,-510,-510,,,
2004-06-21,,,,,,,,-490,-420,,,
2004-06-22,,,,,,,,-510,-420,,,
2004-06-23,,,,,,,,-510,-430,,,
2004-06-24,,,,,,,,-510,-430,,,
2004-06-25,,,,,,,,-520,-430,,,
2004-06-28,,,,,,,,-520,-420,,,
2004-06-29,,,,,,,,-560,-420,,,
2004-06-30,,,,,,,,-500,-430,,,
2004-07-01,,,,,,,,-470,-420,,,
2004-07-02,,,,,,,,-480,-420,,,
2004-07-06,,,,,,,,-500,-400,,,
2004-07-07,,,,,,,,-520,-420,,,
2004-07-08,,,,,,,,-500,-410,,,
2004-07-09,,,,,,,,-480,-400,,,
2004-07-12,,,,,,,,-440,-400,,,
2004-07-13,,,,,,,,-390,-350,,,
2004-07-14,,,,,,,,-350,-330,,,
2004-07-15,,,,,,,,-330,-280,,,
2004-07-16,,,,,,,,-520,-240,,,
2004-07-19,,,,,,,,-200,-150,,,
2004-07-20,,,,,,,,-170,-150,,,
2004-07-21,,,,,,,,-130,-140,,,
2004-07-22,,,,,,,,0,0,,,
2004-07-23,,,,,,,,30,30,,,
2004-07-26,,,,,,,,65,60,,,
2004-07-27,,,,,,,,30,20,,,
2004-07-28,,,,,,,,20,40,,,
2004-07-29,,,,,,,,50,50,,,
2004-07-30,,,,,,,,50,90,,,
2004-08-02,,,,,,,,-100,100,,,
2004-08-03,,,,,,,,80,120,,,
2004-08-04,,,,,,,,150,140,,,
2004-08-05,,,,,,,,150,150,,,
2004-08-06,,,,,,,,100,100,,,
2004-08-09,,,,,,,,70,80,,,
2004-08-10,,,,,,,,40,40,,,
2004-08-11,,,,,,,,60,60,,,
2004-08-12,,,,,,,,30,0,,,
2004-08-13,,,,,,,,,0,,,
2004-08-16,,,,,,,,,0,,,
2004-08-17,,,,,,,,,10,,,
2004-08-18,,,,,,,,,20,,,
2004-08-19,,,,,,,,,20,20,,
2004-08-20,,,,,,,,,10,0,,
2004-08-23,,,,,,,,,-10,20,,
2004-08-24,,,,,,,,,-50,-50,,
2004-08-25,,,,,,,,,-120,-120,,
2004-08-26,,,,,,,,,-110,-100,,
2004-08-27,,,,,,,,,-90,-90,,
2004-08-30,,,,,,,,,-100,-100,,
2004-08-31,,,,,,,,,-100,-100,,
2004-09-01,,,,,,,,,-200,-200,,
2004-09-02,,,,,,,,,-190,-160,,
2004-09-03,,,,,,,,,-100,-100,,
2004-09-08,,,,,,,,,-50,-50,,
2004-09-09,,,,,,,,,-20,-20,,
2004-09-10,,,,,,,,,-20,0,,
2004-09-13,,,,,,,,,,0,,
2004-09-14,,,,,,,,,,0,,
2004-09-15,,,,,,,,,,0,,
2004-09-16,,,,,,,,,,50,,
2004-09-17,,,,,,,,,,80,,
2004-09-20,,,,,,,,,,40,,
2004-09-21,,,,,,,,,,80,,
2004-09-22,,,,,,,,,,100,,
2004-09-23,,,,,,,,,,60,,
2004-09-24,,,,,,,,,,100,,
2004-09-27,,,,,,,,,,50,,
2004-09-28,,,,,,,,,,50,,
2004-09-29,,,,,,,,,,50,,
2004-09-30,,,,,,,,,,80,,
2004-10-01,,,,,,,,,,80,,
2004-10-04,80,,,,,,,,,120,,
2004-10-05,,,,,,,,,,140,,
2004-10-06,,,,,,,,,,130,,
2004-10-07,,,,,,,,,,120,,
2004-10-08,80,,,,,,,,,,,
2004-10-11,110,,,,,,,,,130,,
2004-10-13,,,,,,,,,,150,,
2004-10-15,100,,,,,,,,,,,
2004-10-18,100,,,,,,,,,,,
2004-10-19,100,,,,,,,,,,,
2004-10-20,110,,,,,,,,,,,
2004-10-21,80,,,,,,,,,,,
2004-10-22,100,,,,,,,,,,,
2004-10-25,100,,,,,,,,,,,
2004-10-26,80,,,,,,,,,,,
2004-10-27,60,,,,,,,,,,,
2004-10-28,70,,,,,,,,,,,
2004-10-29,80,,,,,,,,,,,
2004-11-01,0,0,,,,,,,,,,
2004-11-03,80,80,,,,,,,,,,
2004-11-04,90,90,,,,,,,,,,
2004-11-05,80,80,,,,,,,,,,
2004-11-08,110,110,,,,,,,,,,
2004-11-09,100,110,,,,,,,,,,
2004-11-10,100,100,,,,,,,,,,
2004-11-11,100,100,,,,,,,,,,
2004-11-16,90,100,,,,,,,,,,
2004-11-17,80,100,,,,,,,,,,
2004-11-18,70,,,,,,,,,,,
2004-11-19,90,,,,,,,,,,,
2004-11-22,80,,,,,,,,,,,
2004-11-23,80,,,,,,,,,,,
2004-11-24,90,,,,,,,,,,,
2004-11-26,120,,,,,,,,,,,
2004-11-29,140,140,,,,,,,,,,
2004-11-30,120,120,,,,,,,,,,
2004-12-01,120,120,,,,,,,,,,
2004-12-02,140,125,,,,,,,,,,
2004-12-03,150,120,,,,,,,,,,
2004-12-06,140,100,,,,,,,,,,
2004-12-07,170,110,,,,,,,,,,
2004-12-08,180,110,,,,,,,,,,
2004-12-09,190,170,,,,,,,,,,
2004-12-10,190,180,,,,,,,,,,
2004-12-13,210,210,,,,,,,,,,
2004-12-14,200,200,,,,,,,,,,
2004-12-15,190,180,,,,,,,,,,
2004-12-16,190,190,,,,,,,,,,
2004-12-17,250,220,,,,,,,,,,
2004-12-20,300,240,,,,,,,,,,
2004-12-21,260,250,,,,,,,,,,
2004-12-22,260,230,,,,,,,,,,
2004-12-23,270,220,,,,,,,,,,
2004-12-27,220,220,,,,,,,,,,
2004-12-28,200,200,,,,,,,,,,
2004-12-29,200,200,,,,,,,,,,
2004-12-30,200,200,,,,,,,,,,
2005-01-03,220,210,,,,,,,,,,
2005-01-04,200,200,,,,,,,,,,
2005-01-05,250,250,,,,,,,,,,
2005-01-06,260,230,,,,,,,,,,
2005-01-07,250,240,,,,,,,,,,
2005-01-10,270,270,,,,,,,,,,
2005-01-11,250,230,,,,,,,,,,
2005-01-12,250,190,,,,,,,,,,
2005-01-13,260,200,,,,,,,,,,
2005-01-14,220,170,,,,,,,,,,
2005-01-18,,180,,,,,,,,,,
2005-01-19,,180,,,,,,,,,,
2005-01-20,,210,,,,,,,,,,
2005-01-21,,190,,,,,,,,,,
2005-01-24,,190,,,,,,,,,,
2005-01-25,,170,,,,,,,,,,
2005-01-26,,170,,,,,,,,,,
2005-01-27,,120,,,,,,,,,,
2005-01-28,,100,,,,,,,,,,
2005-01-31,,100,,,,,,,,,,
2005-02-01,,80,,,,,,,,,,
2005-02-02,,70,,,,,,,,,,
2005-02-03,,30,,,,,,,,,,
2005-02-04,,30,,,,,,,,,,
2005-02-09,,50,,,,,,,,,,
2005-02-10,,40,,,,,,,,,,
2005-02-11,,70,,,,,,,,,,
2005-03-02,,,,,,,,-170,,,,
2005-03-03,,,,,,,,-120,,,,
2005-03-07,,,,,,,,-110,,,,
2005-03-17,,,,,,,,-90,,,,
2005-03-29,,,,,,,,-30,,,,
2005-04-01,,,,,,,,-60,-60,,,
2005-04-04,,,,,,,,-40,-40,,,
2005-04-05,,,,,,,,-50,-50,,,
2005-04-06,,,,,,,,-40,-40,,,
2005-04-07,,,,,,,,-70,-70,,,
2005-04-08,,,,,,,,-60,-60,,,
2005-04-11,,,,,,,,-30,-30,,,
2005-04-12,,,,,,,,-30,-30,,,
2005-04-13,,,,,,,,-50,-50,,,
2005-04-14,,,,,,,,-40,-40,,,
2005-04-15,,,,,,,,-20,-20,,,
2005-04-18,,,,,,,,-30,-30,,,
2005-04-19,,,,,,,,-40,-40,,,
2005-04-20,,,,,,,,-40,-40,,,
2005-04-22,,,,,,,,-20,-20,,,
2005-04-25,,,,,,,,-60,-60,,,
2005-04-26,,,,,,,,-60,-60,,,
2005-04-27,,,,,,,,-80,-80,,,
2005-04-28,,,,,,,,-70,-70,,,
2005-04-29,,,,,,,,-70,-70,,,
2005-05-02,,,,,,,,-60,-60,-40,,
2005-05-03,,,,,,,,-70,-70,-30,,
2005-05-04,,,,,,,,-70,-70,-70,,
2005-05-05,,,,,,,,-70,-70,-60,,
2005-05-06,,,,,,,,-150,-150,-70,,
2005-05-09,,,,,,,,-130,-130,-80,,
2005-05-10,,,,,,,,-150,-150,-80,,
2005-05-11,,,,,,,,-165,-165,-100,,
2005-05-12,,,,,,,,-140,-140,-90,,
2005-05-13,,,,,,,,-130,-130,,,
2005-05-16,,,,,,,,-100,-100,-80,,
2005-05-17,,,,,,,,-100,-100,-80,,
2005-05-18,,,,,,,,-100,-100,-70,,
2005-05-19,,,,,,,,-110,-110,-100,,
2005-05-20,,,,,,,,-150,-150,-80,,
2005-05-23,,,,,,,,-150,-150,,,
2005-05-24,,,,,,,,-160,-160,-80,,
2005-05-25,,,,,,,,-170,-170,-100,,
2005-05-27,,,,,,,,-180,-180,-140,,
2005-05-31,,,,,,,,-190,-180,-130,,
2005-06-01,,,,,,,,-200,-200,-130,,
2005-06-02,,,,,,,,-200,-200,-120,,
2005-06-03,,,,,,,,-220,-220,-180,,
2005-06-06,,,,,,,,-240,-240,-200,,
2005-06-07,,,,,,,,-240,-240,-200,,
2005-06-08,,,,,,,,-240,-240,-200,,
2005-06-09,,,,,,,,-240,-240,-200,,
2005-06-10,,,,,,,,-240,-240,-210,,
2005-06-13,,,,,,,,-240,-240,-260,,
2005-06-14,,,,,,,,-230,-230,-220,,
2005-06-15,,,,,,,,-300,-300,-270,,
2005-06-16,,,,,,,,-300,-300,-300,,
2005-06-17,,,,,,,,-350,-350,-300,,
2005-06-20,,,,,,,,-400,-400,-400,,
2005-06-21,,,,,,,,-390,-390,-360,,
2005-06-22,,,,,,,,-390,-390,-390,,
2005-06-23,,,,,,,,-430,-390,-390,,
2005-06-24,,,,,,,,-410,-410,-390,,
2005-06-27,,,,,,,,-360,-360,-350,,
2005-06-28,,,,,,,,-300,-300,-300,,
2005-06-29,,,,,,,,-320,-320,-320,,
2005-06-30,,,,,,,,-300,-300,-300,,
2005-07-01,,,,,,,,-330,-330,-300,,
2005-07-05,,,,,,,,-400,-400,-400,,
2005-07-06,,,,,,,,-400,-400,-390,,
2005-07-07,,,,,,,,-400,-400,-400,,
2005-07-08,,,,,,,,-350,-350,-350,,
2005-07-11,,,,,,,,-400,-400,-400,,
2005-07-12,,,,,,,,-380,-380,-350,,
2005-07-13,,,,,,,,-390,-390,-390,,
2005-07-14,,,,,,,,-380,-380,-380,,
2005-07-15,,,,,,,,-440,-440,-400,,
2005-07-18,,,,,,,,-430,-430,-400,,
2005-07-19,,,,,,,,-390,-390,-350,,
2005-07-20,,,,,,,,-350,-350,-330,,
2005-07-21,,,,,,,,-330,-330,-310,,
2005-07-22,,,,,,,,-330,-330,-300,,
2005-07-25,,,,,,,,-320,-320,-290,,
2005-07-26,,,,,,,,-340,-340,-300,,
2005-07-27,,,,,,,,-330,-330,-290,,
2005-07-28,,,,,,,,-320,-320,-290,,
2005-07-29,,,,,,,,-330,-330,-290,,
2005-08-01,,,,,,,,-330,-330,-280,,
2005-08-02,,,,,,,,-340,-340,-300,,
2005-08-03,,,,,,,,-300,-300,-280,,
2005-08-04,,,,,,,,-280,-290,-270,,
2005-08-05,,,,,,,,-220,-220,-150,,
2005-08-08,,,,,,,,-240,-240,-250,,
2005-08-09,,,,,,,,-200,-200,-200,,
2005-08-10,,,,,,,,-180,-190,-190,,
2005-08-11,,,,,,,,-180,-200,-200,,
2005-08-12,,,,,,,,,-200,-200,,
2005-08-15,,,,,,,,,-180,-180,,
2005-08-16,,,,,,,,,-180,-180,,
2005-08-17,,,,,,,,,-200,-190,,
2005-08-18,,,,,,,,,-200,-180,,
2005-08-19,,,,,,,,,-190,-190,,
2005-08-22,,,,,,,,,-190,-180,,
2005-08-23,,,,,,,,,-200,-200,,
2005-08-24,,,,,,,,,-190,-190,,
2005-08-25,,,,,,,,,-190,-170,,
2005-08-26,,,,,,,,,-190,-190,,
2005-08-29,,,,,,,,,-180,-170,,
2005-08-30,,,,,,,,,-200,-200,,
2005-08-31,,,,,,,,,-180,-180,,
2005-09-01,,,,,,,,,-200,-200,,
2005-09-02,,,,,,,,,-160,-170,,
2005-09-06,,,,,,,,,-190,-190,,
2005-09-08,-260,,,,,,,,-200,-200,,
2005-09-09,,,,,,,,,-190,-190,,
2005-09-12,,,,,,,,,-150,-150,,
2005-09-13,,,,,,,,,,-160,,
2005-09-14,-200,,,,,,,,,-180,,
2005-09-15,,,,,,,,,,-180,,
2005-09-16,-180,,,,,,,,,-160,,
2005-09-19,,,,,,,,,,-170,,
2005-09-20,,,,,,,,,,-150,,
2005-09-21,,,,,,,,,,-200,,
2005-09-22,,,,,,,,,,-220,,
2005-09-23,-190,,,,,,,,,-190,,
2005-09-26,,,,,,,,,,-180,,
2005-09-27,,,,,,,,,,-160,,
2005-09-28,-160,,,,,,,,,-180,,
2005-09-29,,,,,,,,,,-200,,
2005-09-30,,,,,,,,,,-240,,
2005-10-03,-200,,,,,,,,,-280,,
2005-10-04,,,,,,,,,,-260,,
2005-10-05,,,,,,,,,,-260,,
2005-10-06,,,,,,,,,,-270,,
2005-10-11,-250,,,,,,,,,-280,,
2005-10-13,,,,,,,,,,-320,,
2005-10-14,,,,,,,,,,-310,,
2005-10-17,-270,,,,,,,,,,,
2005-10-18,-260,-260,,,,,,,,,,
2005-10-20,-260,-260,,,,,,,,,,
2005-10-21,-230,-230,,,,,,,,,,
2005-10-24,-200,-200,,,,,,,,,,
2005-10-25,-240,-230,,,,,,,,,,
2005-10-26,-260,-260,,,,,,,,,,
2005-10-27,-260,-240,,,,,,,,,,
2005-10-28,-250,-250,,,,,,,,,,
2005-10-31,-250,,,,,,,,,,,
2005-11-03,-240,-250,,,,,,,,,,
2005-11-04,-260,-250,,,,,,,,,,
2005-11-07,-250,-250,,,,,,,,,,
2005-11-08,-250,-240,,,,,,,,,,
2005-11-09,-250,-240,,,,,,,,,,
2005-11-10,-220,-220,,,,,,,,,,
2005-11-11,-200,-200,,,,,,,,,,
2005-11-14,-220,-230,,,,,,,,,,
2005-11-16,-210,-200,,,,,,,,,,
2005-11-17,-210,-230,,,,,,,,,,
2005-11-18,-200,-210,,,,,,,,,,
2005-11-21,-210,-220,,,,,,,,,,
2005-11-22,-190,-210,,,,,,,,,,
2005-11-23,-130,-200,,,,,,,,,,
2005-11-25,-100,,,,,,,,,,,
2005-11-28,-80,,,,,,,,,,,
2005-11-29,-80,-100,,,,,,,,,,
2005-11-30,-90,-90,,,,,,,,,,
2005-12-01,-90,-80,,,,,,,,,,
2005-12-02,-80,-80,,,,,,,,,,
2005-12-05,-100,-100,,,,,,,,,,
2005-12-06,-100,-90,,,,,,,,,,
2005-12-07,-110,-120,,,,,,,,,,
2005-12-08,-120,-120,,,,,,,,,,
2005-12-09,-100,-130,,,,,,,,,,
2005-12-12,-120,-120,,,,,,,,,,
2005-12-13,-110,-120,,,,,,,,,,
2005-12-14,-110,-120,,,,,,,,,,
2005-12-15,-130,-120,,,,,,,,,,
2005-12-16,-170,-130,,,,,,,,,,
2005-12-19,-200,-180,,,,,,,,,,
2005-12-20,-220,-200,,,,,,,,,,
2005-12-21,-180,-200,,,,,,,,,,
2005-12-22,-200,-200,,,,,,,,,,
2005-12-27,-190,-200,,,,,,,,,,
2005-12-28,-200,-220,,,,,,,,,,
2005-12-29,-200,-210,,,,,,,,,,
2006-01-03,-190,-210,,,,,,,,,,
2006-01-04,-300,-300,,,,,,,,,,
2006-01-05,-280,-320,,,,,,,,,,
2006-01-06,-300,-300,,,,,,,,,,
2006-01-09,-300,-280,,,,,,,,,,
2006-01-10,-270,-280,,,,,,,,,,
2006-01-11,-260,-250,,,,,,,,,,
2006-01-12,-220,-240,,,,,,,,,,
2006-01-13,-230,-230,,,,,,,,,,
2006-01-17,-160,-190,,,,,,,,,,
2006-01-18,,-150,,,,,,,,,,
2006-01-19,,-150,,,,,,,,,,
2006-01-20,,-120,,,,,,,,,,
2006-01-23,,-150,,,,,,,,,,
2006-01-24,,-160,,,,,,,,,,
2006-01-25,,-170,,,,,,,,,,
2006-01-26,,-170,,,,,,,,,,
2006-01-27,,-190,,,,,,,,,,
2006-01-30,,-200,,,,,,,,,,
2006-01-31,,-190,,,,,,,,,,
2006-02-01,,-190,,,,,,,,,,
2006-02-02,,-180,,,,,,,,,,
2006-02-03,,-200,,,,,,,,,,
2006-02-06,,-200,,,,,,,,,,
2006-02-07,,-190,,,,,,,,,,
2006-02-08,,-190,,,,,,,,,,
2006-03-01,,,-150,,,,,,,,,
2006-03-02,,,-220,,,,,,,,,
2006-03-03,,,-130,,,,,,,,,
2006-03-06,,,-200,,,,,,,,,
2006-03-09,,,,,,,,-250,,,,
2006-03-10,,,,,,,,-260,,,,
2006-03-14,,,,,,,,-240,,,,
2006-03-15,,,,,,,,-255,,,,
2006-03-16,,,,,,,,-230,,,,
2006-03-17,,,,,,,,-220,,,,
2006-03-21,,,,,,,,-220,,,,
2006-03-29,,,,,,,,-230,,,,
2006-04-03,,,,,,,,-220,-220,,,
2006-04-05,,,,,,,,-230,-230,,,
2006-04-06,,,,,,,,-220,-220,,,
2006-04-07,,,,,,,,-220,-220,,,
2006-04-10,,,,,,,,-230,-230,,,
2006-04-11,,,,,,,,-220,-220,,,
2006-04-12,,,,,,,,-220,-220,,,
2006-04-13,,,,,,,,-230,-230,,,
2006-04-17,,,,,,,,-230,-230,,,
2006-04-18,,,,,,,,-230,-230,,,
2006-04-20,,,,,,,,-240,-240,,,
2006-04-24,,,,,,,,-250,-250,,,
2006-04-25,,,,,,,,-260,-260,,,
2006-04-26,,,,,,,,-310,-240,,,
2006-04-27,,,,,,,,-260,-260,,,
2006-04-28,,,,,,,,-320,-320,,,
2006-05-02,,,,,,,,-290,-290,-280,,
2006-05-03,,,,,,,,-290,-290,-280,,
2006-05-04,,,,,,,,-280,-280,-250,,
2006-05-05,,,,,,,,-270,-270,-250,,
2006-05-08,,,,,,,,-240,-240,-220,,
2006-05-09,,,,,,,,-220,-220,-220,,
2006-05-10,,,,,,,,-230,-230,-230,,
2006-05-11,,,,,,,,-260,-260,-240,,
2006-05-12,,,,,,,,-280,-280,-260,,
2006-05-15,,,,,,,,-265,-265,-250,,
2006-05-16,,,,,,,,-200,-200,-240,,
2006-05-17,,,,,,,,-240,-240,-230,,
2006-05-18,,,,,,,,-250,-250,-270,,
2006-05-19,,,,,,,,-240,-240,-250,,
2006-05-22,,,,,,,,-220,-220,-240,,
2006-05-23,,,,,,,,-250,-250,-250,,
2006-05-24,,,,,,,,-260,-260,-270,,
2006-05-25,,,,,,,,-260,-260,-270,,
2006-05-26,,,,,,,,-280,-280,-280,,
2006-05-30,,,,,,,,-290,-290,-290,,
2006-05-31,,,,,,,,-280,-280,-290,,
2006-06-01,,,,,,,,-280,-280,-290,,
2006-06-02,,,,,,,,-280,-280,-280,,
2006-06-05,,,,,,,,-280,-280,-290,,
2006-06-06,,,,,,,,-280,-280,-290,,
2006-06-07,,,,,,,,-290,-290,-290,,
2006-06-08,,,,,,,,-300,-300,-290,,
2006-06-09,,,,,,,,-280,-280,-280,,
2006-06-12,,,,,,,,-320,-320,-320,,
2006-06-14,,,,,,,,-320,-320,-320,,
2006-06-16,,,,,,,,-300,-300,-310,,
2006-06-19,,,,,,,,-280,-270,-280,,
2006-06-20,,,,,,,,-290,-290,-280,,
2006-06-21,,,,,,,,-290,-290,-290,,
2006-06-23,,,,,,,,-280,-280,-290,,
2006-06-26,,,,,,,,-260,-280,-270,,
2006-06-27,,,,,,,,-280,-280,-280,,
2006-06-28,,,,,,,,-290,-290,-290,,
2006-06-29,,,,,,,,-300,-300,-300,,
2006-06-30,,,,,,,,-320,-320,-320,,
2006-07-03,,,,,,,,-330,-330,-320,,
2006-07-05,,,,,,,,-340,-340,-320,,
2006-07-06,,,,,,,,-330,-330,-330,,
2006-07-07,,,,,,,,-370,-370,-370,,
2006-07-10,,,,,,,,-410,-400,-400,,
2006-07-11,,,,,,,,-400,-400,-390,,
2006-07-12,,,,,,,,-380,-380,-380,,
2006-07-13,,,,,,,,-390,-380,-360,,
2006-07-14,,,,,,,,-400,-395,-395,,
2006-07-17,,,,,,,,-360,-350,-360,,
2006-07-18,,,,,,,,-330,-350,-350,,
2006-07-19,,,,,,,,-310,-300,-300,,
2006-07-20,,,,,,,,-350,-340,-340,,
2006-07-21,,,,,,,,-330,-320,-320,,
2006-07-24,,,,,,,,-340,-320,-320,,
2006-07-25,,,,,,,,-340,-350,-350,,
2006-07-26,,,,,,,,-320,-350,-340,,
2006-07-27,,,,,,,,-310,-330,-320,,
2006-07-28,,,,,,,,-335,-335,-335,,
2006-07-31,,,,,,,,-340,-330,-330,,
2006-08-01,,,,,,,,-300,-310,-300,,
2006-08-02,,,,,,,,-315,-320,-300,,
2006-08-03,-310,,,,,,,-310,-300,-320,,
2006-08-04,-280,,,,,,,-280,-280,-280,,
2006-08-07,,,,,,,,-250,-240,-250,,
2006-08-08,-250,,,,,,,-260,-260,-260,,
2006-08-09,,,,,,,,-260,-260,-260,,
2006-08-10,,,,,,,,-250,-240,-260,,
2006-08-11,,,,,,,,,-200,-240,,
2006-08-14,,,,,,,,-150,-150,-200,,
2006-08-15,,,,,,,,-160,-180,-190,,
2006-08-16,,,,,,,,-180,-170,-200,,
2006-08-17,,,,,,,,-170,-170,-200,,
2006-08-18,,,,,,,,-175,-180,-210,,
2006-08-21,,,,,,,,,-180,-240,,
2006-08-22,,,,,,,,,-200,-200,,
2006-08-23,-200,,,,,,,,-190,-210,,
2006-08-24,-200,,,,,,,,-190,-200,,
2006-08-25,-200,,,,,,,,-190,-180,,
2006-08-28,,,,,,,,,-180,-170,,
2006-08-29,-170,,,,,,,,-180,-140,,
2006-08-30,-170,,,,,,,,-150,-150,,
2006-08-31,,,,,,,,,-170,-160,,
2006-09-01,-150,,,,,,,,-150,-140,,
2006-09-05,,,,,,,,,-170,-130,,
2006-09-06,-120,,,,,,,,-130,-120,,
2006-09-08,-100,,,,,,,,,-90,,
2006-09-12,-70,,,,,,,,,-50,,
2006-09-13,,,,,,,,,,-30,,
2006-09-14,-20,,,,,,,,,-20,,
2006-09-15,-40,,,,,,,,,-20,,
2006-09-18,-40,,,,,,,,,-20,,
2006-09-19,-170,,,,,,,,,-20,-30,
2006-09-20,,,,,,,,,,-20,-40,
2006-09-21,-60,,,,,,,,,-25,-40,
2006-09-22,-40,,,,,,,,,-20,-30,
2006-09-25,-30,,,,,,,,,-10,-20,
2006-09-26,-20,,,,,,,,,-10,-20,
2006-09-27,-40,,,,,,,,,-10,-30,
2006-09-28,,,,,,,,,,-20,-40,
2006-09-29,-40,,,,,,,,,-60,-60,
2006-10-02,-40,-40,,,,,,,,-60,-50,
2006-10-03,-40,-40,,,,,,,,-50,-50,
2006-10-04,-20,-20,,,,,,,,-20,-10,
2006-10-05,-20,-20,,,,,,,,-20,-20,
2006-10-06,-40,-40,,,,,,,,-20,-30,
2006-10-09,-40,-40,,,,,,,,-40,-30,
2006-10-10,-20,-20,,,,,,,,-20,-20,
2006-10-11,-20,-20,,,,,,,,,-10,
2006-10-13,-20,-20,,,,,,,,,-10,
2006-10-16,-40,-40,-70,,,,,,,,-10,
2006-10-17,-40,-40,-70,,,,,,,,,
2006-10-18,-40,-40,-70,,,,,,,10,10,
2006-10-19,-50,-50,-70,,,,,,,-20,-10,
2006-10-20,-60,-60,-90,,,,,,,-20,-20,
2006-10-23,-60,-60,-100,,,,,,,,-20,
2006-10-24,-50,-50,-80,,,,,,,,-20,
2006-10-25,-70,-70,-90,,,,,,,,-30,
2006-10-26,-70,-70,-100,,,,,,,,-40,
2006-10-27,-80,-80,-110,,,,,,,,-40,
2006-10-30,-80,-100,-130,,,,,,,,-40,
2006-10-31,-45,-80,-140,,,,,,,,10,
2006-11-01,-30,-70,-150,,,,,,,,10,
2006-11-03,0,-40,-140,,,,,,,,20,
2006-11-06,0,-50,-120,,,,,,,,50,
2006-11-07,30,-20,-110,,,,,,,,80,
2006-11-08,40,0,-100,,,,,,,,100,
2006-11-09,50,0,-100,,,,,,,,100,
2006-11-10,40,20,-100,,,,,,,,130,
2006-11-13,80,40,-80,,,,,,,,,
2006-11-14,60,40,-80,,,,,,,,,
2006-11-16,70,40,-80,,,,,,,,,
2006-11-17,100,60,-80,,,,,,,,,
2006-11-20,130,50,-60,,,,,,,,,
2006-11-21,,70,-40,,,,,,,,,
2006-11-22,,60,-30,,,,,,,,,
2006-11-24,150,70,-10,,,,,,,,,
2006-11-27,150,80,20,,,,,,,,,
2006-11-28,150,80,40,,,,,,,,,
2006-11-29,150,90,50,,,,,,,,,
2006-11-30,130,80,40,,,,,,,,,
2006-12-01,130,80,45,,,,,,,,,
2006-12-04,170,80,60,,,,,,,,,
2006-12-05,200,112,80,,,,,,,,,
2006-12-06,200,120,90,,,,,,,,,
2006-12-07,200,120,100,,,,,,,,,
2006-12-08,190,120,70,,,,,,,,,
2006-12-11,200,120,80,,,,,,,,,
2006-12-12,200,120,80,,,,,,,,,
2006-12-13,170,120,90,,,,,,,,,
2006-12-14,170,120,80,,,,,,,,,
2006-12-15,180,120,80,,,,,,,,,
2006-12-18,170,120,90,,,,,,,,,
2006-12-19,190,120,90,,,,,,,,,
2006-12-20,180,140,100,,,,,,,,,
2006-12-21,175,130,100,,,,,,,,,
2006-12-22,175,130,90,,,,,,,,,
2006-12-26,170,130,90,,,,,,,,,
2006-12-27,170,120,110,,,,,,,,,
2006-12-28,160,120,110,,,,,,,,,
2007-01-03,150,90,80,,,,,,,,,
2007-01-04,150,90,60,,,,,,,,,
2007-01-05,110,70,50,,,,,,,,,
2007-01-08,60,80,60,,,,,,,,,
2007-01-09,40,40,30,,,,,,,,,
2007-01-10,,40,30,,,,,,,,,
2007-01-11,,30,10,,,,,,,,,
2007-01-12,,-20,-30,,,,,,,,,
2007-01-16,,-50,-50,,,,,,,,,
2007-01-17,,-40,-60,,,,,,,,,
2007-01-18,,-90,-100,,,,,,,,,
2007-01-19,,-70,-80,,,,,,,,,
