Date,so-premp-f,so-premp-g,so-premp-h,so-premp-j,so-premp-k,so-premp-m,so-premp-n,so-premp-q,so-premp-u,so-premp-v,so-premp-x,so-premp-z
2020-07-16,240,,-10,-80,-80,-80,,,430,320,320,320
2020-07-21,,,,-80,-80,-80,,,420,320,320,320
2020-07-22,,,,-80,-80,-80,,,370,250,250,250
2020-07-23,200,,-10,-30,-30,-30,,,370,,,
2020-07-24,200,,30,-10,-10,-20,,,,,,
2020-07-27,220,,50,,,,,,500,,,
2020-07-28,,60,20,20,20,20,,,,250,250,250
2020-07-29,,,,60,60,60,,1000,650,,500,500
2020-07-30,,,,,,,,700,650,450,450,450
2020-07-31,,,100,60,60,60,,,,,,
2020-08-03,250,150,80,40,40,40,40,,,,,
2020-08-04,250,150,80,40,40,40,40,,550,400,400,400
2020-08-05,,150,80,,,,,,500,450,450,450
2020-08-06,250,150,80,,,,,,530,425,425,425
2020-08-07,250,,80,,,,,,550,500,,
2020-08-10,,,,,,,,,500,500,500,500
2020-08-11,250,150,80,,,,,,500,,,
2020-08-12,,,80,40,40,,,,,,,
2020-08-13,,150,,,,,,,420,370,370,
2020-08-14,250,150,80,50,50,,,,420,370,370,
2020-08-17,250,150,80,,,,,,,,,
2020-08-18,250,150,80,50,,,,,420,370,370,400
2020-08-19,250,150,80,50,50,,,,330,400,390,390
2020-08-20,250,150,80,50,50,,,,400,360,360,360
2020-08-21,250,150,80,50,50,,,,360,360,340,240
2020-08-24,250,150,80,70,,,,,,350,350,350
2020-08-25,250,150,80,70,,,,,,,,
2020-08-26,230,140,60,60,60,-10,-10,,400,350,350,350
2020-08-27,230,140,60,40,,-20,-20,,,400,400,400
2020-08-28,220,130,50,40,,-20,,,,400,,400
2020-08-31,210,120,40,30,,-30,-30,,,,,400
2020-09-01,210,130,50,,,,,,,,,
2020-09-02,,150,60,,,,,,,480,450,450
2020-09-03,,170,80,100,100,20,20,,,,480,480
2020-09-04,,170,80,,,20,20,,,480,480,480
2020-09-08,,,,,,,,,,480,480,480
2020-09-09,,,,,,,,,,480,,
2020-09-10,,,,,,,,,,500,480,480
2020-09-11,,,,,,,,,,500,480,480
2020-09-14,,170,,,,,,,,500,480,
2020-09-15,,,,,,,,,,500,480,480
2020-09-16,,,,,,,,,,,480,480
2020-09-17,,,,,,,,,,520,500,500
2020-09-18,210,150,80,100,100,,,,,600,600,600
2020-09-21,,,,,,,,,,,,
2020-09-22,500,500,480,250,250,,,,,,800,800
2020-09-23,600,600,350,220,220,190,190,,,950,950,950
2020-09-24,600,600,350,220,220,190,190,,,950,900,950
2020-09-25,550,550,450,300,30,190,190,,,,900,900
2020-09-28,,,380,300,30,,,,,950,900,900
2020-09-29,600,600,450,300,300,180,180,,,,600,850
2020-09-30,600,600,450,300,300,180,180,,,,,
2020-10-01,700,700,400,250,250,,,,,,,
2020-10-02,,,,,,,,,,,,850
2020-10-05,700,700,400,250,250,,,,,,,700
2020-10-06,,,250,,,,,,,,,700
2020-10-07,600,750,400,250,250,,,,,,,800
2020-10-08,590,590,390,250,250,,,,,,,950
2020-10-09,,,350,,,,,,,,,
2020-10-13,,,350,,,,,,,,,
2020-10-14,600,580,340,250,250,200,200,,,,,900
2020-10-15,600,580,350,450,450,200,200,,,,,950
2020-10-16,630,600,400,,,,,,,,,850
2020-10-19,630,600,400,,,,,,,,,850
2020-10-20,,,,,,200,200,,,,,900
2020-10-21,,,,,,200,200,,,,,850
2020-10-22,600,600,400,,,,,,,,,850
2020-10-23,620,560,390,,,200,200,,,,,800
2020-10-26,630,600,,300,300,,,,,,,800
2020-10-27,620,560,390,300,300,,,,,,,800
2020-10-28,650,570,400,300,300,220,220,180,180,,,
2020-10-29,650,550,380,,,220,220,180,180,,,800
2020-10-30,550,550,380,250,250,250,250,,,,,800
2020-11-03,650,550,,,,,,,,,,800
2020-11-04,650,550,,,,,,,,,,800
2020-11-05,650,450,,,,,,,,,,800
2020-11-06,650,550,,,,,,,,,,800
2020-11-09,630,430,380,,,250,250,,,,,800
2020-11-10,620,450,,,,,,,,,,
2020-11-11,650,550,,,,230,230,,,,,800
2020-11-12,650,530,520,440,440,230,230,,,,,800
2020-11-13,700,550,500,430,430,300,300,,,,,800
2020-11-16,680,500,,380,380,250,250,,,,,
2020-11-17,660,550,450,370,370,270,270,,,,,850
2020-11-18,680,570,500,400,400,300,300,,,,,850
2020-11-19,750,550,490,390,390,290,290,,,,,
2020-11-20,750,600,490,390,390,290,290,,,,,
2020-11-23,750,650,490,380,380,,,,,,,850
2020-11-24,700,510,450,380,380,300,300,,,,,
2020-11-25,700,500,420,360,360,290,290,,,,,
2020-11-26,,,,,,,,,,,,
2020-11-27,,510,420,360,360,290,290,,,,,
2020-11-30,,550,450,360,360,290,290,,,,,800
2020-12-01,,550,450,350,350,290,290,,,,,
2020-12-02,700,410,350,270,270,220,220,,,,,
2020-12-03,,400,350,270,270,220,220,,,,,
2020-12-04,600,,,260,260,240,240,,,,,
2020-12-07,,,430,260,260,240,260,,,,,
2020-12-08,750,,,,,270,270,,,,,
2020-12-09,700,460,450,280,280,270,270,,,,,
2020-12-10,620,480,360,250,250,220,220,,,,,
2020-12-11,,800,350,250,250,220,220,,,,,
2020-12-14,,800,750,240,240,220,220,,,,,
2020-12-15,,800,350,250,250,220,220,,,,,
2020-12-16,,800,750,260,260,240,240,,,,,
2020-12-17,,800,750,260,260,240,240,,,,,
2020-12-18,,,,300,300,280,280,,,,,
2020-12-21,,,,,,,,,,,,
2020-12-22,,,,,,,,,,,,
2020-12-23,,,,,,,,,,,,
2020-12-28,,,,,,,,,,,,
2020-12-29,,,,,,,,,,,,
2020-12-30,,,,,,,,,,,,
2021-01-04,,700,400,270,270,220,220,,,,,
2021-01-05,,700,380,280,280,210,210,,,,,
2021-01-06,,800,360,250,250,200,200,,,,,
2021-01-07,,700,380,280,280,200,200,,,,,
2021-01-08,,620,350,350,350,180,180,,,,,
2021-01-11,,,370,250,250,180,180,,,,,
2021-01-12,,,,250,250,180,180,,,,,
2021-01-13,,800,400,210,210,170,170,,,,,
2021-01-14,,800,350,220,220,150,150,200,200,250,250,250
2021-01-15,,,350,210,210,150,150,200,200,,,
2021-01-19,,490,280,180,180,130,130,,,,,
2021-01-20,,400,280,150,150,110,110,,,,,
2021-01-21,,400,350,100,100,80,80,,,,,
2021-01-22,,380,300,70,70,40,40,,,,,
2021-01-25,,,,50,50,20,20,,,,,
2021-01-26,,,80,50,50,20,20,,,,,
2021-01-28,,,,,,,,,,350,350,350
2021-01-29,,,220,,,,,,,,,
2021-02-01,,,,,,,,,,350,350,350
2021-02-02,,,350,50,,,,,,240,240,240
2021-02-03,,,330,60,60,,,,,280,280,280
2021-02-04,,,,50,50,20,,,,280,280,280
2021-02-05,,,,,,-20,-20,,,200,200,200
2021-02-08,,,,-20,-20,-50,-50,100,100,200,200,200
2021-02-09,,,,-10,-10,-40,-40,,,190,190,190
2021-02-10,,,,,,-40,-40,,,200,200,200
2021-02-11,,,,-20,-20,-40,-40,,,170,170,170
2021-02-12,,,200,20,20,-20,-20,150,150,180,180,180
2021-02-17,,,,-130,80,30,30,,,,,
2021-02-18,,,150,40,40,10,10,150,150,150,150,150
2021-02-19,,,,10,10,,,,,,,
2021-02-22,,,,,30,10,10,,,,,
2021-02-23,,,,20,40,20,20,110,110,,,
2021-02-24,,,,120,40,30,30,,,,,
2021-02-25,,,,120,40,30,30,,,,,
2021-02-26,,,,20,20,10,10,,,,,
2021-03-01,,,,20,-30,20,-20,,,10,10,10
2021-03-02,,,,20,-20,-30,-30,,,,,
2021-03-03,,,,80,,-40,-40,,,150,150,150
2021-03-04,,,,,20,-20,-20,,,,,
2021-03-05,,,,250,20,20,20,130,130,150,150,150
2021-03-08,,,,,40,20,20,150,150,170,170,170
2021-03-09,,,,150,10,,,50,50,70,70,70
2021-03-10,,,,,,,,170,170,170,170,170
2021-03-11,,,,,150,80,80,170,170,190,190,190
2021-03-12,,,,,,80,80,170,170,190,190,190
2021-03-15,,,,,120,,50,150,150,160,160,160
2021-03-16,,,,200,140,50,50,150,150,160,160,160
2021-03-17,,,,,180,100,50,150,150,,,
2021-03-18,,,,,,90,40,130,130,170,170,170
2021-03-19,,,,,,80,30,130,130,,,
2021-03-22,,,,,,50,30,130,130,,,
2021-03-23,,,,150,50,50,,130,150,150,150,150
2021-03-24,,,,100,50,40,,130,130,150,150,150
2021-03-25,,,,130,50,,,130,130,170,170,170
2021-03-26,,,,130,,,,130,130,,170,170
2021-03-29,,,,,100,,,150,150,170,170,170
2021-03-30,,,,,150,,50,130,130,,,
2021-03-31,,,,,150,,70,130,130,170,170,170
2021-04-01,,,-110,,150,150,70,130,130,,,
2021-04-05,,,-110,,,,150,150,150,,,
2021-04-06,,,-110,,,,150,150,150,,,
2021-04-07,,,,,250,190,150,,,,,
2021-04-08,,,,,100,120,90,150,150,190,190,190
2021-04-09,,,-110,,110,110,90,150,150,,,
2021-04-12,,,-110,,170,,90,150,150,160,160,160
2021-04-13,,,-110,,130,70,50,90,90,150,150,150
2021-04-14,,,-100,,130,50,40,100,100,150,150,150
2021-04-15,-50,-50,-120,,130,60,50,80,80,140,140,140
2021-04-16,-50,-50,-120,,,50,30,50,50,130,130,130
2021-04-19,-50,-50,-120,,-30,-40,-60,20,20,100,100,100
2021-04-20,-50,-50,-120,,-40,-50,-60,20,20,90,90,90
2021-04-22,-60,-60,-130,,-200,-150,-180,-20,-20,80,80,80
2021-04-23,-60,-60,,,-350,-240,-350,,,100,100,100
2021-04-26,,,,,,-320,-340,,,,,
2021-04-27,,,,,,-370,-400,,,,,
2021-04-28,,,,,,-400,,,,,,
2021-04-29,,,,,,-450,-450,,,,,
2021-04-30,,,,,,-480,-490,,,,,
2021-05-03,,,,,,-540,-560,,,,,
2021-05-04,,,-250,-250,,,,-50,-50,100,100,100
2021-05-05,,,,,,,-400,-120,-120,80,80,80
2021-05-06,-60,-60,-200,-220,,-310,-330,-120,-120,30,30,30
2021-05-07,,,,,,-250,-250,-120,-120,,,
2021-05-10,,,,,,-200,-300,-120,-120,,,
2021-05-11,,,-180,-200,,-180,-220,-150,-150,,,
2021-05-12,,,-180,-200,,-280,-300,,,,,
2021-05-13,,,-190,,,-320,-350,-210,-210,,,
2021-05-14,,,-190,-210,,-380,-400,-220,-220,,,
2021-05-17,,,-320,-340,,-390,-400,-220,-220,80,80,80
2021-05-18,,,-320,-340,,-400,-420,-220,-220,100,100,100
2021-05-19,,,-500,-520,,-390,-420,-210,-210,80,80,80
2021-05-20,,,-400,-420,,-370,-420,-250,-250,80,80,80
2021-05-21,,,-400,-420,,-370,-420,-250,-250,80,80,80
2021-05-24,,,-400,-420,,-300,-300,-270,-270,70,70,70
2021-05-25,,,-400,-420,,-320,-350,-280,-280,60,60,60
2021-05-26,,,,,,-320,-390,-300,-300,,,
2021-05-27,,,,-500,,-400,-440,-350,-350,-20,-20,-20
2021-05-28,,,,-550,,-500,-600,-400,-400,-50,-50,-50
2021-06-01,,,-550,-570,-570,,-550,-500,-500,-150,-150,-150
2021-06-02,,,-500,-570,-570,,-650,-500,-500,-150,-150,-150
2021-06-04,,,-570,-590,-590,,-950,-650,-650,-400,-400,-400
2021-06-07,,,-650,-670,-670,,-1000,-690,-690,-450,-450,-450
2021-06-08,,,-650,-670,-670,,-1200,-700,-700,-530,-530,-530
2021-06-09,,,-650,-670,-670,,,-720,-720,-550,-550,-550
2021-06-10,-300,-300,-650,-670,-670,,-1300,-850,-850,-850,-850,-850
2021-06-11,,,,,,,-1100,-850,-850,-750,-750,-750
2021-06-14,,,,,,,-1000,-850,-820,-680,-680,-680
2021-06-15,-250,-250,-600,-620,-620,,,-850,-850,-670,-670,-670
2021-06-16,-260,-260,-610,-630,-630,,-400,-870,-870,-680,-680,-680
2021-06-17,-200,-200,-290,-330,-330,,-550,-700,-700,-250,-250,-250
2021-06-18,-250,-250,-330,-330,-330,,-550,-370,-370,-300,-300,-300
2021-06-21,-280,-280,-360,-360,-360,,-600,-400,-400,-340,-340,-340
2021-06-22,-280,-280,-360,-360,-360,,-600,-400,-400,-340,-340,-340
2021-06-23,-300,-300,-400,-400,-400,,-750,-750,-750,-700,-700,-700
2021-06-24,,,,,,,-500,-850,-850,-750,,-750
2021-06-25,,,,,,,-500,-750,-750,,,
2021-06-28,-300,-300,-400,-400,-400,,-500,-850,-850,-500,-500,-500
2021-06-29,-300,-300,-400,-400,-400,,-600,-1000,-1000,-700,-700,-700
2021-06-30,,,,,,,-650,-850,-850,-700,-700,-700
2021-07-01,-300,-300,-300,-400,-400,,,-900,-900,-750,-750,-750
2021-07-02,-300,-300,-400,-400,-400,,,-800,,,,
2021-07-06,,,-400,-400,-400,,,-600,-600,-500,-500,-500
2021-07-07,,,-400,-400,-400,,,-650,,-560,-560,-560
2021-07-08,,,-400,-400,-400,,,-600,,-500,-500,-500
2021-07-09,,,-400,-400,-400,,,-650,,-550,-550,-550
2021-07-12,,,-420,,,,,-650,,-600,-600,-600
2021-07-13,,,-420,-400,-400,,,-700,-600,-600,-600,-600
2021-07-14,,,-450,,,,,-700,-500,-600,-600,-600
2021-07-15,,,-420,,,,,-820,,-500,-500,-500
2021-07-16,,,-470,-400,-400,,,,-600,-500,-500,-500
2021-07-19,,,-450,,,,,-850,,-450,-450,-450
2021-07-20,,,-450,,,,,,,,,
2021-07-21,,,-450,,,,,,,,,
2021-07-22,,,,,,,,-500,-400,,,
2021-07-23,,,-450,-400,-400,,,-500,,-250,-250,-250
2021-07-26,,,-450,-500,-500,,,,,,,
2021-07-27,,,-450,-500,-500,,,-450,-500,-350,-350,-350
2021-07-28,,,-450,,,,,,,,,
2021-07-29,,,-500,-550,-550,,,-500,-450,-350,-350,-350
2021-07-30,,,-350,-400,-400,,,-500,-350,-300,-300,-300
2021-08-02,,,-350,,,,,,-350,,,
2021-08-03,-100,-100,-350,-300,-300,,,,-310,,,
2021-08-04,,,-350,,,,,,-300,,,
2021-08-05,-150,-150,-350,-400,-400,,,,-300,,,
2021-08-06,-150,-150,-350,-400,-400,,,,,,,
2021-08-09,,,-350,-400,-400,,,,-240,-450,-450,-450
2021-08-10,,,-350,-400,-400,,,,-250,,,
2021-08-11,,,-350,,,,,,-250,,,
2021-08-12,,,-350,,,,,,-250,,,
2021-08-13,,,-350,-400,-400,,,,-280,-430,,
2021-08-16,,,-350,-400,-400,,,,,,,
2021-08-17,,,-350,-400,-400,,,,-200,,,
2021-08-18,,,-300,-400,-400,,,,-100,,150,150
2021-08-19,,,-250,,,,,,100,200,200,200
2021-08-20,200,,,,,,,,150,200,200,200
2021-08-23,,,200,,,,,,250,310,310,310
2021-08-24,,,-200,,,,,,200,,,
2021-08-25,100,100,-300,-350,-350,,,,50,,,
2021-08-26,,,-200,,,,,,,,,
2021-08-27,50,50,-300,-250,-250,,,,130,50,50,50
2021-08-30,50,50,-200,-250,-250,,,,100,100,80,80
2021-08-31,100,100,-300,-350,-250,,,,80,60,60,60
2021-09-01,100,100,-250,-300,-300,,,,,170,170,170
2021-09-02,,,-250,-350,-350,,,,,120,,
2021-09-03,150,150,-350,-400,-400,,,,,120,110,110
2021-09-08,150,150,-300,-350,-350,,,,,150,190,190
2021-09-09,150,150,-300,-350,-350,,,,,290,250,250
2021-09-10,,,-250,,,,,,,300,280,280
2021-09-13,100,100,-200,-250,-250,,,,,380,360,360
2021-09-14,100,100,-220,-300,-300,,,,,400,370,370
2021-09-15,,,-200,-200,-200,,,,,350,350,350
2021-09-16,,,-220,-250,-250,,,,,300,300,300
2021-09-17,330,140,-150,-200,-200,,,,,230,330,330
2021-09-20,350,170,-200,-250,-250,,,,,360,370,370
2021-09-21,370,200,-180,-220,-220,,,,,400,380,380
2021-09-22,380,200,-180,-240,-240,,,,,440,390,390
2021-09-23,,,-180,-220,-220,,,,,400,,
2021-09-24,300,200,-200,-250,-250,,,,,,350,350
2021-09-27,,,-200,-300,-300,,,,,350,,
2021-09-28,,,-150,,,,,,,,230,230
2021-09-29,,50,-200,-360,-360,-400,-400,,,,200,200
2021-09-30,,50,-200,-300,-300,-400,-400,,,,,
2021-10-01,,,-200,-350,-350,-400,-400,,,,250,250
2021-10-04,,,-200,,,,,,,,250,250
2021-10-05,,,-200,-350,-350,,,,,,250,250
2021-10-06,,,-250,-450,-450,,,,,,120,100
2021-10-07,,,-250,-300,-300,,,,,,80,60
2021-10-08,,,-200,-450,-450,-450,-450,,,,80,80
2021-10-11,,,-250,-350,-350,,,,,,100,100
2021-10-13,,150,-80,-200,-200,,,,,,350,350
2021-10-14,350,230,-50,-180,-180,-230,-230,,,,350,350
2021-10-15,230,250,-70,-250,-250,-270,-270,,,,290,270
2021-10-18,230,200,-100,-250,-250,,,,,,,280
2021-10-19,200,200,-70,-200,-200,,,,,,,210
2021-10-20,170,,-200,-300,-300,,,,,,,100
2021-10-21,,150,-80,,,,,,,,220,180
2021-10-22,200,170,-180,-320,-320,-250,-250,,,,,160
2021-10-25,150,170,-150,-300,-300,,,,,,,
2021-10-26,170,,-150,-350,-350,,,,,,,200
2021-10-27,170,150,-200,-250,-250,-300,-300,,,,220,200
2021-10-28,170,150,-150,-200,-200,,,,,,,300
2021-10-29,,,,-210,-210,,,,,,,
2021-11-01,250,200,50,-210,-210,,,,,,,250
2021-11-03,280,210,,250,250,-300,-300,,,,,350
2021-11-04,300,250,-50,-150,-150,-300,-300,,,,,350
2021-11-05,290,300,,-170,-170,,,,,,,380
2021-11-08,350,300,50,-200,-200,,,,,,,400
2021-11-09,300,300,,-200,-200,,,,,,,400
2021-11-10,,,100,,,,,,,,,450
2021-11-11,400,350,50,-100,-100,-350,-350,,,,,400
2021-11-12,,,50,-100,-100,-300,-300,,,,,
2021-11-16,400,300,100,-100,-100,-250,-250,,,,,
2021-11-17,,250,30,-260,-260,-280,-280,,,,,
2021-11-18,480,450,80,-200,-200,-260,-260,,,,,
2021-11-19,,,100,-200,-200,-260,-260,,,,,
2021-11-22,,250,80,-250,-250,-300,-300,,,,,
2021-11-23,480,300,130,-150,-150,,,,,,,
2021-11-24,460,250,-80,-200,-200,,,,,,,
2021-11-26,,400,150,-50,-50,,,,,,,
2021-11-30,420,320,160,-50,-50,-110,-110,,,,,480
2021-12-01,540,390,120,-50,-50,-100,-100,,,,,
2021-12-02,600,350,100,-50,-50,-300,-300,,,,,
2021-12-03,550,300,10,-100,-100,-120,-120,,,,,
2021-12-06,600,300,,-150,-150,-190,-190,,,,,
2021-12-07,600,300,100,,,,,,,,,
2021-12-08,800,600,300,-100,-100,-150,-150,,,,,
2021-12-09,700,500,200,-100,-100,-150,-150,,,,,
2021-12-10,,,,-100,-100,-150,-150,,,,,
2021-12-13,850,650,250,-100,-100,-150,-150,,,,,
2021-12-15,,700,300,100,100,50,50,,,,,
2021-12-16,,,280,-10,-70,-120,-120,-150,-150,,,
2021-12-17,760,600,250,-50,-50,-200,-200,,,,,
2021-12-20,,,,-10,-50,-90,-90,,,,,
2021-12-21,600,450,200,-50,-80,-180,-180,-150,-150,,,
2021-12-22,800,600,300,50,50,-100,-100,-120,-120,,,
2021-12-23,800,420,,-30,-100,-150,-150,-150,-150,,,
2021-12-27,,500,,-50,-100,-150,-150,,,,,
2021-12-28,,600,200,-35,,-150,-150,-150,-150,,,
2021-12-29,620,500,120,-100,-100,-150,-150,-150,-150,,,
2021-12-30,,450,70,-140,-180,-250,-250,,,,,
2022-01-03,,500,,-150,-180,,,,,,,
2022-01-04,,350,80,-150,-150,,,,,,,
2022-01-05,,270,,,,-200,-200,-200,-200,,,
2022-01-06,,,,,,,,-100,,,,
2022-01-10,,,,-50,,-70,-70,,,,,
2022-01-11,,,,,,,,-100,,,,
2022-01-12,,270,150,50,,,,,,,,
2022-01-13,,,100,,,-100,-100,,,,,
2022-01-14,,400,300,150,50,,,,,,,
2022-01-18,,350,270,150,100,,,,,,,
2022-01-19,,350,80,-160,-150,-150,-150,-150,-150,,,
2022-01-20,,260,200,-110,-155,-155,-155,,,,,
2022-01-24,,250,200,-50,-100,-120,-120,,,,,
2022-01-25,,,,,,-150,-150,,,,,
2022-01-26,,200,100,,-150,-150,-150,,,,,
2022-01-27,,100,100,-150,-200,-200,-200,-150,-150,-150,-150,-150
2022-01-28,,100,50,-200,-250,,-250,-150,-150,-100,-100,-100
2022-01-31,,60,,,,,,,,,,
2022-02-01,,,40,-100,-100,,,,,,,
2022-02-02,,,-50,-150,-250,-250,-250,,,,,
2022-02-04,,,60,,,,,,,,,
2022-02-07,,,,,,-180,-180,,,,,
2022-02-11,,,,300,,20,20,,,,,
2022-02-15,,,,350,300,,,,,,,
2022-02-16,,,,450,300,,,,,,,
2022-02-17,,,650,400,300,150,150,,,,,
2022-02-18,,,450,350,,,,,,,,
2022-02-22,,,400,350,200,,,,,,,
2022-02-23,,,350,160,120,-120,-120,150,150,150,150,150
2022-02-24,,,,300,150,,,,,,,
2022-02-25,,,,350,200,,,,,,,
2022-03-02,,,,1000,500,,,,,,,
2022-03-03,,,,700,600,500,500,,,,,
2022-03-04,,,,900,700,,,320,320,,,
2022-03-07,,,,950,650,,,350,350,,,
2022-03-08,,,,750,620,,,320,320,,,
2022-03-09,,,,750,560,,,,,,,
2022-03-10,,,,550,470,,,,,,,
2022-03-11,,,,600,,,,,,,,
2022-03-14,,,,600,,,,,,,,
2022-03-15,,,,800,600,,,,,,,
2022-03-16,,,,,600,350,350,,,,,
2022-03-17,,,,500,,,,,,,,
2022-03-18,,,,450,150,,,,,,,
2022-03-21,,,,,250,300,,,,,,
2022-03-22,,,,350,200,450,,,,,,
2022-03-23,,,,350,,,,,,,,
2022-03-24,,,,350,,,,,,,,
2022-03-25,,,,470,300,120,,,,,,
2022-03-28,,,,,300,250,250,,,,,
2022-03-29,,,,,,400,400,,,,,
2022-03-30,,,,600,540,350,350,,,,,
2022-03-31,,,,,,200,380,,,,,
2022-04-04,,,,,500,350,350,,,,,
2022-04-05,,,,,,450,,,,,,
2022-04-06,,,,,,250,250,200,,,,
2022-04-07,,,,,600,350,350,400,400,450,450,450
2022-04-08,,,,,,450,320,320,400,450,450,450
2022-04-11,,,,,,400,400,450,,,,
2022-04-12,,,,,,400,400,410,450,500,500,500
2022-04-13,,,,,550,500,500,500,500,550,550,550
2022-04-14,,,,,480,,,,,,,
2022-04-18,,,,,,380,360,320,320,320,320,320
2022-04-19,,,,,,380,360,,,,,
2022-04-20,,,,,550,400,400,,,,,
2022-04-22,,,,,450,290,290,,,,,
2022-04-25,,,,,,350,,300,350,350,350,350
2022-04-26,,,,,450,400,350,300,,,,
2022-04-27,,,,,,200,,,,,,
2022-04-28,,,,,50,300,250,250,250,,,
2022-04-29,,,-170,,,170,150,220,220,100,100,100
2022-05-02,,,,,,,230,,230,,,
2022-05-03,280,280,-200,-250,,200,180,230,230,,,
2022-05-04,270,270,-200,-250,,200,200,230,230,190,190,190
2022-05-05,250,,-150,-200,,,180,220,220,,,
2022-05-06,,,,,,,,270,270,,,
2022-05-09,,,,,,,270,320,,,,
2022-05-10,,,,,,200,120,200,,250,250,250
2022-05-11,,,,,,120,50,180,180,250,200,200
2022-05-12,,,,,,100,70,180,,,,
2022-05-13,,,,,,60,30,150,,,,
2022-05-16,,,-150,-200,,100,60,180,180,230,,
2022-05-18,,,,,,100,200,,,,,
2022-05-19,,,,,,-40,-60,150,,,,
2022-05-20,,,,,,,-60,50,50,150,150,150
2022-05-23,,,,,,,60,100,,,,
2022-05-24,,-360,,,,-40,-40,100,100,150,150,150
2022-05-25,300,300,-100,-150,,150,150,200,200,300,300,300
2022-05-26,,,,,,200,200,200,200,260,,
2022-05-27,,,,,,120,80,200,200,260,,
2022-05-31,,,,,,220,150,,,,,
2022-06-01,300,300,-150,,,,200,,,,,
2022-06-02,-250,-250,-150,-200,-200,,50,100,100,150,150,150
2022-06-03,,,,,,,50,20,50,,,
2022-06-06,,,,,,,,-20,,,,
2022-06-07,,,,,,,,-20,,,,
2022-06-09,,,,,,,,-50,-50,,,
2022-06-10,,,,,,,,-80,-80,,,
2022-06-13,,,-300,,,,,-80,-80,,,
2022-06-14,,,,-200,-200,,-300,-150,-150,-80,,
2022-06-15,,,-300,-350,-350,,,-200,,,,
2022-06-17,,,-350,-300,-300,,-300,-170,-170,-50,-50,-50
2022-06-21,,,,,,,,-90,-90,40,40,40
2022-06-22,,,-220,-250,-250,,,-160,-50,-40,-40,-40
2022-06-23,,,-200,,,,,-120,-120,40,40,40
2022-06-24,,,-200,,,,,-100,,,,
2022-06-27,,,-250,,,,,-150,-30,40,40,40
2022-06-29,,,-200,,,,,-160,-60,,,
2022-06-30,,,-280,-320,-320,,,-350,-230,-80,-80,-80
2022-07-01,,,-180,-220,-220,,,50,,,,
2022-07-05,,,,,,,,70,150,200,,
2022-07-06,,,-80,-100,-100,,,40,120,220,220,220
2022-07-07,,,-100,-100,-100,,,80,110,160,,
2022-07-08,,,-140,,-140,,,,-80,180,180,180
2022-07-11,120,120,-120,-150,-150,,,-40,20,170,170,170
2022-07-12,,,-50,-100,-100,,,50,100,220,220,220
2022-07-13,,,-40,,,,,100,80,,,
2022-07-14,,,,,,,,150,100,180,180,180
2022-07-15,,,-120,-140,-140,,,50,20,150,150,150
2022-07-18,,,-150,-200,-200,,,30,-20,70,80,80
2022-07-19,,,,,,,,,20,100,110,110
2022-07-20,200,200,-250,-250,-250,,,-200,-50,,,
2022-07-21,200,200,-150,-180,-180,,,-200,-50,50,50,50
2022-07-22,,,-250,-250,-250,,,-220,-80,-10,-10,-10
2022-07-25,200,200,-200,-250,-250,,,,-40,-10,-10,-10
2022-07-26,200,200,-250,-280,-280,,,,-50,-10,,
2022-07-27,,,-300,-300,-300,-310,,,-120,-40,-30,-30
2022-07-28,,,-350,-380,-380,-380,,-350,-250,-140,,
2022-07-29,,,-350,-380,-380,-380,,-350,-250,-140,,
2022-08-01,,,-250,,,,,,-200,-150,-150,-150
2022-08-02,-60,-60,-200,-250,-250,-250,-250,,-200,-130,-140,-140
2022-08-03,-100,-100,-250,-270,-270,-250,-250,,-350,-250,-250,-250
2022-08-04,,,-250,-280,-280,,,,-400,-280,-280,-280
2022-08-05,,,-400,-350,-350,,,,-400,-300,-300,-300
2022-08-08,,,-300,-260,-260,-200,-200,,-200,-150,,
2022-08-09,,,-250,-260,-260,,,,-250,-150,-150,-150
2022-08-11,,,-350,-300,-300,-200,-200,,-450,-450,-450,-450
2022-08-12,,,,-300,-300,,,,-400,-330,-330,-330
2022-08-15,,,-330,-280,-280,,,,-500,-300,-300,-300
2022-08-16,,,-350,-300,-300,-200,-200,,-550,-450,-450,-450
2022-08-17,-50,-50,-300,-300,-300,,,,-550,-380,-380,-380
2022-08-18,,,-350,-300,-300,-200,-200,,-600,-490,,
2022-08-19,,,-350,-300,-300,-200,-200,,-600,-500,-400,-400
2022-08-22,,,,,,,,,,-400,-400,-400
2022-08-23,,,-350,-400,-400,-550,-550,,-760,-500,-500,-500
2022-08-24,,,-420,,,,,,,,,
2022-08-26,,,-200,,,,,,,-300,,
2022-08-29,,,,,,,,,-400,,,
2022-09-01,-300,-300,,,,,,,,-300,-300,-300
2022-09-08,,,,,,,,,,-800,,
2022-09-12,,,-570,-550,-550,-540,-540,,,-950,-850,
2022-09-13,,,-550,-550,-550,-520,-520,,,-1200,-980,
2022-09-14,,,-570,-550,-550,-540,-540,,,,,
2022-09-15,,,-450,-500,-500,,,,,-900,-850,
2022-09-16,,,-600,-500,-500,,,,,-1000,-850,-800
2022-09-19,,,,-400,-400,,,,,,,
2022-09-20,,,-600,-580,-580,-600,-600,,,,-800,
2022-09-21,,,-750,-750,-750,-750,-750,,,-1400,-850,-800
2022-09-22,,,-1000,-1000,-1000,-1000,-1000,,,-1500,-1300,-1300
